	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200
TP73	41.6418	42.0185	86.5265	39.2105	45.3728	55.5384	46.9355	41.1912	38.3666	35.6842	48.1479	42.0852	58.2557	43.0419	42.5333	51.8232	46.2307	40.5727	51.292	45.5234	34.5732	36.5823	39.0161	37.2579	35.26	41.7319	38.2011	48.2452	49.5414	48.0198	55.1318	86.8888	41.6928	41.8312	37.4409	37.2875	73.7584	56.1986	48.3775	39.3833	38.6023	38.9712	46.6355	41.8373	45.8988	43.7989	56.1581	42.3711	27.5457	49.4096	36.7302	38.3666	30.9714	40.1453	36.9026	42.8532	50.759	44.3738	47.1083	57.3768	35.7717	42.0185	36.6483	39.9031	46.1641	40.2612	40.2061	37.4598	38.0857	39.5909	45.3499	42.3406	36.1292	46.1043	49.7059	37.4949	49.5557	38.1764	42.8902	37.6763	41.4891	43.2408	41.9883	35.6431	39.0133	44.6207	39.4798	57.9919	41.771	64.9744	34.4663	37.5354	43.6572	48.1445	43.2471	37.4301	42.234	41.4831	45.3466	50.8762	46.4477	42.3102	49.8098	34.4589	47.5756	48.889	38.27	43.7611	40.1366	50.2025	44.8851	50.3148	42.7144	33.4486	42.5179	42.4689	35.3974	60.5756	32.6651	34.7255	40.9073	40.4793	41.501	41.1675	54.3353	39.0583	43.5598	41.2506	30.0375	40.7778	46.8038	52.0965	41.9097	36.8707	38.2976	59.2035	60.5799	46.3909	48.2556	39.668	41.762	42.8223	35.2524	38.6023	40.9368	43.2502	42.2066	46.6019	50.5874	53.373	56.8993	47.3328	41.8433	41.531	55.4865	46.9862	32.2907	33.9634	41.0195	42.4353	46.3007	37.6167	31.4798	36.9239	57.9293	45.1445	50.4273	43.1755	43.6163	53.009	55.1159	43.1226	48.587	37.3681	41.4025	40.8955	35.9008	46.2707	42.8254	40.6722	77.0168	36.9931	44.1061	48.7834	49.5129	42.9304	45.0243	43.9253	38.3141	47.9472	47.2306	33.6081	43.1444	38.1846	44.9627	43.3094	41.519	39.0021	35.6894	32.651
TK1	193.265	236.309	195.132	247.585	253.269	207.792	235.222	158.659	161.957	219.242	227.104	83.884	149.401	97.6914	197.345	199.044	211.363	325.873	361.719	384.867	282.163	281.189	163.54	351.684	329.176	237.205	268.373	141.298	183.231	368.279	167.716	59.5371	192.029	173.449	171.677	259.942	210.527	127.232	78.6259	235.366	171.343	302.882	93.0576	195.027	219.598	347.29	170.297	213.153	179.5	152.424	185.99	185.448	181.3	388.321	488.587	209.219	445.512	88.7681	205.144	202.115	270.089	177.104	162.319	156.598	102.423	76.0299	148.137	180.297	108.083	171.368	178.18	148.666	160.673	79.7412	149.752	178.558	102.423	147.615	92.6862	317.827	205.596	109.865	77.9041	288.671	111.062	156.801	127.879	166.452	192.972	160.031	156.971	73.8914	52.3561	101.805	81.981	210.823	91.657	187.227	155.362	343.879	313.788	323.661	322.916	138.611	171.393	195.21	113.87	82.6214	51.8158	176.106	95.0428	60.1624	168.43	159.956	84.2686	116.622	104.865	124.502	117.381	249.969	134.392	58.9736	204.105	211.188	266.504	190.383	215.771	94.3028	329.164	189.241	231.824	94.9368	97.5332	140.456	90.9859	174.539	165.901	206.687	287.965	208.798	142.305	144.188	298.807	135.043	173.655	196.706	392.173	456.182	353.322	412.31	268.837	278.899	363.495	298.291	157.947	178.732	256.963	338.984	230.035	281.767	284.613	62.1046	223.831	183.415	360.807	197.936	269.283	330.114	305.182	182.749	283.436	156.429	100.262	205.922	178.765	153.25	144.1	125.832	134.557	183.164	184.376	274.207	298.656	228.343	186.379	202.779	233.542	230.201	159.622	266.6	290.549	284.972	308.898	313.111	265.258	215.608	209.891	210.679	156.018	233.946
CTNNB1	10.6307	11.7522	9.57204	8.85548	10.521	13.0482	11.933	9.61144	15.6244	12.1045	12.1464	9.26936	10.6506	10.6999	14.5803	9.55207	13.4781	10.4771	10.7749	13.1217	12.2678	11.7015	11.5807	13.1425	16.1242	11.1581	10.4162	10.3213	9.69979	9.67257	9.34446	19.2204	12.0436	12.6574	14.8271	9.72638	8.98272	13.5102	10.8473	8.53601	10.0122	12.3957	11.1782	9.57826	9.93245	10.1378	10.6047	13.9163	11.9709	13.6738	11.0453	9.84766	11.4546	16.5813	15.8649	11.1854	10.1327	9.98627	9.79953	9.72428	15.6978	10.4319	8.094	9.33235	9.82215	10.1254	11.8014	11.7827	13.9625	10.4937	10.8505	13.6738	9.15323	12.1342	10.0817	12.2448	14.5625	14.6678	12.2642	12.1359	12.2979	13.364	12.7692	9.72357	9.60798	12.1342	14.7887	12.3156	10.6399	10.262	11.1404	12.693	10.2103	26.6554	16.1614	10.8372	14.2152	13.7885	12.4127	11.3887	12.961	9.76289	13.7925	11.2939	11.1701	13.517	13.2643	11.2501	9.55551	10.2155	10.6399	10.4259	10.3064	11.4414	10.3243	9.85476	10.8161	10.3124	15.0034	14.0796	9.43987	11.6342	12.4082	13.4568	11.2826	9.62877	10.5362	11.651	12.3245	19.3733	11.7522	12.0749	11.8662	8.7395	10.4334	11.4414	11.2761	10.5225	12.1464	10.5514	14.7781	13.5776	13.9685	14.6889	14.4434	11.8935	13.6619	12.6793	9.46507	13.099	13.0463	14.0068	11.122	12.6083	10.0252	10.2332	10.82	10.9179	11.4678	17.0969	10.3391	14.8957	10.6231	12.1595	10.6576	12.0749	10.2126	9.58447	10.7547	11.1171	9.79106	10.8865	12.0228	12.9966	11.5957	9.00734	13.4277	10.706	11.3658	10.3436	9.22007	13.3563	10.9305	11.7997	9.95968	12.385	10.6169	11.7878	15.0337	13.5991	13.9062	13.4578	12.0627	14.615	9.93245	13.8263	9.39848	11.1364	9.75164	10.6675
ATF3	14.2388	13.2109	17.6997	16.5217	18.2146	17.2851	18.0357	13.7231	16.6543	14.2183	13.8632	23.5963	21.4402	22.2282	19.7197	14.3108	14.8946	16.1486	19.0783	13.8572	13.4248	13.4036	13.8343	11.0477	12.1473	17.14	14.6815	14.1345	16.1405	14.3862	13.4723	23.2956	15.0695	15.6876	20.4534	15.1598	20.3139	14.5845	19.1168	16.0027	15.2244	13.7845	17.1388	15.8421	16.3901	15.4933	14.999	13.2691	11.8542	17.6946	14.7813	14.4788	13.3515	9.83277	10.8857	17.9282	18.254	16.1265	27.2574	15.0901	12.8254	17.645	14.7866	15.2486	15.9808	14.2234	15.8981	15.0207	13.9655	15.3688	15.6887	14.0644	13.6757	15.6233	16.7313	16.3358	14.7759	13.4539	14.6129	14.9861	15.6166	14.9333	14.2183	15.6188	15.6774	18.4205	15.0988	13.3198	14.2788	15.0001	14.2984	14.8603	23.5029	14.8058	15.7159	16.0004	20.5953	16.4931	13.7558	15.3566	15.1456	16.8365	15.1795	14.9645	22.2763	17.5993	14.1631	16.3335	18.7445	15.6797	17.5575	15.1948	16.7048	14.691	15.742	15.8958	15.3832	14.2224	14.1712	17.1388	13.9403	14.2572	13.5541	14.5919	17.7074	15.0467	12.1727	15.4331	12.6949	15.3036	17.5828	19.7738	12.947	16.0442	14.6256	13.3795	17.945	13.3083	23.2956	21.1456	16.0882	14.317	13.6256	14.3479	22.6812	15.1293	17.0415	14.1325	18.9768	17.6209	16.435	16.2666	18.4697	13.8802	14.3015	16.2455	13.7617	13.8393	17.3863	14.0007	12.221	17.3325	13.5453	14.7525	20.3798	20.4019	18.0136	16.9644	15.9279	14.4579	18.7674	15.3146	14.2275	13.4578	15.0153	14.4997	16.0396	15.0088	14.8764	13.7379	16.5933	12.344	15.9842	26.0272	29.4164	21.9118	27.3873	19.9484	18.6247	17.2901	15.6797	16.5729	14.4309	18.1792	15.4844	14.5153	14.2254	14.024	17.4503	15.0586
BEST1	95.5096	106.486	178.102	94.8717	163.069	124.014	180.245	107.411	106.165	104.88	109.964	234.697	162.811	156.519	207.613	140.476	111.612	127.012	161.444	92.3096	101.432	99.8079	84.9146	88.4107	89.0435	85.7446	76.2328	83.6576	117.068	89.752	108.145	226.181	88.5892	91.7858	137.472	127.227	168.977	154.391	113.154	85.6458	93.6865	94.5102	133.856	127.631	130.966	110.217	114.772	101.967	78.7676	106.598	88.0293	95.2759	94.2314	80.1385	114.743	117.66	171.764	244.942	233.752	90.6031	91.3766	118.034	108.758	122.513	127.548	102.926	67.8813	124.309	96.9936	115.037	116.896	90.917	136.044	133.557	102.556	107.915	94.517	106.402	72.4705	106.755	115.194	88.4043	114.524	88.8001	137.057	136.993	123.849	102.726	117.263	114.458	102.696	89.3391	158.471	119.325	104.21	186.104	200.469	165.615	109.017	93.1917	124.283	118.887	189.337	76.1176	154.937	112.196	98.7066	98.3517	144.365	115.153	117.17	105.676	100.265	89.6874	106.264	99.8366	99.5207	93.3328	74.0406	90.5379	89.0756	87.2401	121.345	96.7842	123.559	118.392	118.013	106.571	137.958	74.0566	131.41	177.206	85.6149	96.7423	89.8037	109.948	123.604	114.314	222.368	154.982	143.659	110.448	146.428	94.1771	193.334	120.041	134.834	155.384	148.886	147.774	135.75	119.471	157.594	139.076	135.809	88.1879	68.5522	110.075	105.243	96.4709	67.2171	98.3163	105.844	106.065	156.384	144.74	131.998	113.817	119.42	96.9796	150.049	107.256	119.316	104.574	93.528	104.022	107.605	106.027	118.793	90.3879	159.686	164.13	116.959	195.872	193.432	166.704	190.719	145.042	193.097	129.81	94.2247	96.7563	105.771	146.682	119.76	101.366	106.555	94.4762	99.4203	98.6284
SERPINC1	9.74251	8.56064	9.49718	9.04506	10.5704	11.6208	12.0984	9.48692	9.5976	10.2089	8.90732	11.1581	12.1115	12.4181	11.9073	8.85612	9.27203	10.0948	9.41339	8.49551	10.089	8.49551	9.56309	7.14652	7.83748	7.99374	8.83446	9.13544	8.79698	8.73572	8.46801	10.1539	8.41753	7.88904	8.93495	9.6496	10.5134	9.72568	11.8133	8.89834	7.90725	8.40783	8.36433	8.26191	8.66926	11.1356	10.4319	9.30952	7.59129	8.16722	11.4843	8.63311	9.90601	7.81324	7.54494	9.99058	11.9425	12.5503	11.6964	7.49456	8.3776	9.89389	9.21875	7.82507	9.33437	8.58102	8.25536	9.59484	8.33065	9.07574	8.54893	9.64543	8.70995	9.67048	10.097	9.65238	9.65795	8.39573	8.16428	9.52733	8.51267	9.0405	9.47053	11.2687	9.71028	10.5986	8.16134	9.0431	11.0064	8.72063	8.23398	10.6606	12.1272	9.12689	10.1152	8.05212	13.7093	11.074	9.01773	9.32093	9.48623	9.07901	8.83891	8.90347	12.9994	9.26936	9.28741	8.00354	9.75586	9.91315	10.8771	10.4658	8.11736	10.6929	12.9042	9.84341	11.1244	10.3139	7.92322	8.86762	9.37346	8.33485	8.72	7.81324	11.4414	9.61005	9.57136	9.20017	10.8771	8.14431	11.0588	7.21481	8.04574	9.33033	9.70748	8.57113	9.70049	9.75023	14.2295	12.8467	8.79255	8.33786	8.05038	7.95124	11.0207	8.88616	9.30014	10.2324	8.63746	10.4937	9.76219	9.24402	9.81861	10.0021	9.32832	9.06071	7.61704	7.62692	8.36674	8.64307	8.43452	7.71813	7.94894	8.40057	11.0087	11.5166	8.07071	8.4894	9.6949	9.6942	9.18295	9.54726	9.91172	8.13609	9.53008	9.02813	8.20497	9.08163	9.5824	9.57343	10.0425	8.31386	8.90924	10.7803	10.8834	11.4711	15.319	12.2979	12.4494	9.6949	8.94913	9.3978	9.04246	9.59276	10.6483	8.62876	9.14861	10.0136	8.00815	9.49923
CD80	15.5481	14.285	15.2717	18.3662	22.5346	30.654	27.9585	17.087	14.5761	15.1872	14.8384	42.7267	34.3572	23.9474	52.9002	14.4278	14.4997	16.1079	14.1748	12.6702	17.8431	12.2272	64.7874	12.0688	18.91	13.5239	12.9265	12.5593	14.6382	16.4914	13.8373	17.2714	15.8695	57.1005	64.6242	31.473	17.2851	16.8365	18.8223	13.7895	11.4232	12.0068	15.2915	12.683	12.3485	15.0315	13.9103	14.2927	16.435	15.5101	11.5058	24.91	14.9764	36.6786	12.5146	19.2779	25.8777	23.0112	26.3556	16.3288	105.031	15.0928	11.4769	14.0725	14.1182	12.9564	31.396	25.0485	71.1487	27.6272	14.5845	12.647	45.3466	12.6178	16.148	16.2162	15.8844	12.9154	15.9814	12.3307	16.4552	12.2806	15.5459	15.0868	18.0085	13.9745	22.5378	12.101	18.4604	13.3573	13.0665	11.0485	13.5078	11.8704	17.5701	11.8359	24.1901	25.063	16.35	13.5565	12.0085	15.0738	24.225	13.3852	17.8586	13.2061	18.1125	15.9079	14.9667	13.1368	13.3525	15.7783	14.4272	15.7114	17.4641	15.2662	11.0238	12.9662	11.5515	12.9475	13.1871	26.6439	18.8746	19.1209	21.6419	13.5239	14.9505	18.3252	19.858	12.1027	14.6055	123.017	14.9241	32.5312	12.4696	19.1168	24.416	25.2297	26.465	39.3195	21.6419	17.0477	22.1898	17.7982	34.1598	15.8501	21.4897	18.05	18.4086	14.8748	14.9516	16.932	14.8101	22.8864	16.4054	24.4918	13.7261	23.0951	15.1053	20.3314	15.1664	16.1184	24.3019	18.1439	21.8676	15.253	17.6768	18.3041	23.3561	15.9463	21.2021	20.1303	18.929	18.1165	13.8982	16.1114	44.0045	14.1712	15.361	19.519	15.1233	24.0217	15.4409	21.5431	18.0917	20.3864	28.8892	16.7748	23.0834	14.6498	12.5652	13.5117	13.7048	17.976	15.5391	16.1382	11.6871	11.3953	13.6861	12.8773
ETV4	15.584	13.8243	25.9617	16.0073	20.0204	17.0587	17.9515	14.5488	13.4297	17.8316	16.7699	22.1116	21.3385	21.2893	21.3939	19.0755	17.5474	19.5683	19.1058	19.7838	15.35	16.1556	16.123	14.7962	15.1653	27.3125	17.0452	22.1435	16.5205	13.4752	15.9107	17.9385	15.897	24.9117	17.1561	15.9704	25.1715	16.4528	16.8814	14.105	16.862	16.6759	20.7129	17.6323	21.2893	22.5102	17.7777	16.6808	15.3688	16.2396	17.6641	15.5907	12.2052	15.9532	17.1858	22.4293	16.8511	17.5853	23.9836	17.0305	12.783	17.6323	16.3147	16.3029	14.998	19.0439	17.1945	15.2266	16.5658	15.8467	17.0919	15.6842	18.785	16.4635	23.7566	19.1306	17.5133	17.9773	16.4979	17.6475	18.8623	19.4026	17.4906	17.4176	23.547	17.8393	16.8232	12.4584	15.7091	20.2262	15.5324	16.2349	21.8236	17.1759	17.7956	26.8888	21.0241	18.6677	17.2056	16.144	19.7909	15.8444	17.2404	15.7012	28.3122	21.5206	19.8852	19.3957	16.3665	12.6337	13.4287	17.9644	16.0442	13.34	17.0158	16.9986	18.2369	18.3041	16.2116	15.5369	18.279	14.8507	18.2264	17.6412	20.7353	19.8552	16.3206	16.3759	21.1472	18.2632	17.4327	22.5589	16.7651	14.7621	17.4277	21.9829	22.8008	19.4937	22.3809	19.8638	15.8102	14.6266	20.184	17.5626	19.5036	19.5331	17.1018	17.0772	15.9958	17.8393	20.7876	18.3834	17.5815	19.8537	19.3747	17.7138	15.4409	16.7917	16.896	19.9225	17.3575	18.3318	14.101	18.2264	24.3212	17.7739	17.4679	16.9131	17.8534	19.6531	22.8501	14.3448	14.0139	15.0358	16.1068	14.2922	14.2172	15.8261	15.4276	17.5588	21.2219	20.4195	15.4498	16.688	17.9011	20.3857	22.0829	17.9062	19.1471	15.6481	18.5684	19.0138	16.5395	19.9699	15.7647	15.0955	16.0674	17.2056	15.4788	14.7165
MITF	7.82338	7.49888	7.82789	7.83466	7.62857	8.85676	7.56617	7.4279	6.92952	7.13263	9.23337	8.60082	8.20911	7.7248	8.02663	6.94151	8.837	8.78874	7.61594	6.59108	6.70556	7.42576	6.78086	10.9731	7.0692	8.82491	8.56804	8.51205	7.72982	6.59346	7.59402	8.46375	7.88222	7.97303	7.67764	8.15487	7.75827	8.10041	9.03464	8.40843	6.53482	7.655	8.1961	8.34086	8.15311	6.91206	6.92502	8.64369	6.93476	7.15013	7.77449	8.18371	7.83128	7.56181	6.20492	8.73069	7.94665	8.00526	10.4274	8.29233	7.54385	7.59019	7.67488	7.5678	6.64783	6.62775	6.89168	7.73538	6.3997	7.05495	8.48878	7.48538	9.16114	6.62775	8.71937	7.44612	7.1424	8.12965	7.88506	7.37883	6.95653	7.50807	7.59402	7.15064	7.79469	6.84171	7.86747	8.33786	7.30899	6.86096	7.73538	7.90554	8.01103	7.67322	7.13572	7.49833	7.78907	8.4674	7.93464	6.99321	7.2492	7.23251	7.51618	7.06003	7.24816	8.16134	7.06156	7.9235	9.71552	8.71748	7.03338	8.04226	7.28428	7.02452	7.77394	8.66239	9.09014	6.73606	7.897	7.63682	8.01046	7.67101	7.99806	8.36192	8.73257	8.62938	7.69037	6.18795	9.33908	7.02553	8.12028	8.57051	7.51294	7.13161	7.38574	7.44558	7.56726	6.36429	7.29951	7.90041	8.70932	7.33008	7.84257	7.92949	8.57422	7.36449	7.00077	6.9922	7.64783	9.19685	8.57823	7.91694	7.57108	7.67875	7.8652	8.06199	7.28166	8.08292	8.007	7.43807	10.2302	6.47809	7.38681	7.65389	8.73257	7.58637	7.57708	8.76787	7.50644	7.25547	7.9851	7.06563	6.86838	8.36794	6.98515	8.41055	7.21481	7.347	7.14961	7.37936	7.02452	10.5248	8.15546	8.27085	8.06663	8.69428	8.30368	7.93349	7.55691	8.75588	7.319	7.31056	9.30147	7.24293	7.16767	7.85784	7.1388	7.38893	7.70202	8.44061
PTGS2	24.5209	12.1385	8.04429	10.3733	10.9577	11.9632	278.593	67.2655	100.678	90.8286	107.309	323.865	325.925	24.8875	32.0982	142.636	33.5754	136.865	85.0448	18.193	14.4428	15.8361	46.3675	18.0357	19.4916	32.4306	17.2298	8.57793	46.8063	10.9607	68.1275	46.575	26.1556	215.29	81.6833	11.456	24.0312	17.0443	17.7623	18.8386	15.5672	13.7513	19.746	11.9709	129.269	13.1638	19.2481	14.311	78.8641	10.6618	28.5988	12.986	11.9219	28.2562	29.5289	11.481	17.5955	43.2175	20.542	317.495	11.4006	15.3373	55.9078	31.9563	59.2035	15.2041	26.2532	16.2554	16.6543	16.1335	32.0566	14.5373	39.047	54.3548	49.8	15.3028	47.1117	10.6196	173.48	11.21	66.0814	187.571	25.792	22.0718	31.8414	17.5626	138.257	201.308	17.2864	11.6985	15.1784	32.9951	9.60089	12.1036	130.909	651.214	11.4711	48.7834	34.4179	561.515	97.716	243.604	39.7639	11.3984	13.8024	20.3784	16.2034	39.1139	19.0934	12.5919	36.2556	17.0293	37.6065	23.558	160.777	12.9442	11.8615	312.468	14.7016	38.5189	41.6268	101.196	11.8786	101.948	11.0495	21.1296	57.9251	21.2537	17.846	25.3326	23.5504	90.3392	48.6045	15.8621	32.1144	9.31053	9.22174	9.67815	13.6622	11.3384	271.171	153.637	75.8289	245.994	47.7903	40.9988	247.376	403.821	22.1914	97.0303	8.44943	13.8144	12.1337	134.475	22.9317	11.5991	11.124	30.7973	16.6543	11.6024	16.2455	65.972	15.4292	15.4771	9.67223	16.3264	11.2944	9.4273	9.86293	12.6467	17.4261	10.691	19.3061	13.3766	45.9418	16.9222	9.32059	10.4312	11.415	15.3965	9.14499	23.8931	15.1904	52.2168	99.0486	174.52	80.4075	50.2107	132.706	642.592	16.0853	18.9915	16.8781	15.5632	12.0562	10.8134	12.4281	11.3609	10.2479	9.77556
RBL1	10.1181	11.4282	12.2899	9.64543	11.715	14.7334	11.146	10.14	11.2452	9.44804	12.8337	12.9863	11.3478	11.7454	10.3287	11.9804	10.2812	11.9502	11.6796	10.4027	9.50607	9.59346	9.8889	11.3005	14.1958	10.6032	12.4701	11.9968	10.7215	10.8708	12.8634	17.4516	8.63311	9.93246	9.36603	10.591	11.0095	11.7454	10.3414	10.2295	10.1312	9.96543	13.2375	9.1618	10.3035	11.838	13.6383	10.2768	8.89641	11.3102	9.88462	10.0672	9.80095	10.8771	11.476	9.50197	11.7082	12.0176	12.5648	10.9305	10.0462	9.98195	11.5457	11.8542	12.3743	9.60383	11.8585	14.1305	10.8693	11.2972	11.138	12.2448	14.1101	12.7471	10.2501	12.6574	9.34581	9.28006	10.0512	10.0064	9.81366	10.1839	9.9762	11.9399	13.1085	17.8046	11.9502	11.5474	12.819	11.2874	11.3314	9.89104	12.1982	12.1674	11.7861	10.8755	11.1396	12.2351	12.3351	8.18548	9.6149	10.9085	9.89317	10.8975	12.6903	9.63293	11.2048	11.0588	14.6171	11.3789	11.9322	10.9802	15.2321	10.1195	13.1104	13.228	10.0028	11.0644	11.0955	9.47667	9.91387	9.1552	11.1951	9.90173	12.6392	14.9904	10.643	12.2837	12.2572	9.77415	11.1035	14.6741	8.76156	12.3609	11.8414	11.6434	9.89745	11.5199	14.3831	12.4817	11.15	13.3352	14.7143	8.70305	10.8442	11.6527	11.7395	14.0594	12.5142	11.3772	11.0987	11.4529	10.1327	11.0891	17.4792	10.2857	9.57757	11.023	9.43783	11.0939	10.5879	8.98854	11.062	10.8442	12.5892	11.3176	11.9744	11.3846	11.6846	12.8856	12.7802	12.2802	12.6447	9.5047	11.0652	12.1447	10.3839	12.4782	11.5175	11.9107	12.5575	18.2304	9.71238	11.1404	11.187	11.2566	12.1359	14.0938	12.1955	9.96543	9.80659	9.37818	9.73059	10.3854	13.7965	10.031	10.6545	9.12557	9.74321	11.1661
ATF2	7.83466	7.01441	7.00885	6.70943	6.5584	7.2445	7.27798	7.63627	6.85207	6.27189	7.97706	8.06199	7.6121	7.77282	7.2065	7.0942	6.68482	7.3767	7.0748	6.09109	7.98856	6.94251	6.40339	7.57326	7.43111	8.04574	7.85048	7.38361	7.95983	8.59092	7.63737	11.9614	6.75404	8.2983	8.36192	7.76051	7.21689	6.87531	6.20358	8.41571	6.88448	7.01188	7.41988	7.64783	6.79015	7.23251	7.31689	6.61725	7.27065	7.97763	7.33642	7.23459	7.92778	7.85105	8.87401	6.83284	7.3032	7.49132	7.05648	7.76946	7.7059	7.38627	8.12672	6.98943	7.84596	7.12391	7.17232	7.18835	7.50915	8.11736	7.23876	9.78261	6.57354	7.6793	7.74598	7.22626	7.11929	7.59074	8.10625	7.25809	8.59401	6.62727	8.1197	6.37163	6.46737	8.28636	7.18059	6.56975	8.16781	6.6082	6.65742	7.77786	7.10136	7.68982	8.55325	8.09167	7.18266	6.86789	7.93235	7.52919	7.47514	6.94151	7.4924	7.49132	7.05495	6.84713	7.0896	8.2168	7.27798	6.77622	7.15271	7.05038	9.03464	7.66051	7.87144	7.30004	8.07071	6.56975	7.70313	7.17852	7.08807	7.29478	7.66051	8.63062	7.40012	8.12204	6.97007	7.00077	8.26072	8.52556	6.82251	7.17283	7.03718	6.4739	7.3884	7.39	6.85158	7.43058	6.59536	7.5151	6.79994	8.0806	10.4786	7.99835	7.5749	6.65934	8.05676	6.71668	7.65389	7.50428	8.17605	7.40119	7.23616	7.03566	7.51185	7.3132	8.02086	7.33378	7.2492	7.34277	7.81606	7.92321	6.98063	7.79525	7.12083	6.68819	7.01795	7.40119	8.12262	8.13258	7.12391	6.58776	7.68318	7.57053	7.73594	7.10904	6.93201	7.56835	7.14858	7.611	7.60936	7.97821	7.85048	7.48484	7.14447	7.76274	7.23876	8.64431	7.1116	7.26436	7.55637	7.20962	7.24085	7.57817	7.71035	8.36915	7.46545	7.65279	6.97158	7.52052
TERT	16.8632	14.7738	16.5765	17.4881	23.1084	18.5003	25.4395	16.8001	17.7879	16.5527	20.3109	18.9427	19.8795	21.6981	16.8389	15.9084	19.3663	19.1485	21.0332	22.1946	15.3411	16.5741	20.2262	18.1321	15.825	17.187	16.2139	16.5324	15.4866	17.7841	18.394	22.2923	15.9601	15.8649	16.3394	17.4679	15.7488	17.7176	15.1129	18.7229	15.8147	20.6013	22.7564	15.602	15.0836	23.1433	18.0279	14.7058	13.8463	20.9244	13.4519	16.6064	17.9308	19.7283	13.4452	16.7253	22.9111	29.3444	20.2729	17.385	14.5562	17.6526	17.1437	16.4255	20.8251	18.1334	14.1906	14.5415	13.6531	17.1006	15.9532	12.3672	15.1992	16.6136	14.3935	16.1428	16.6088	17.2428	13.8034	18.2356	17.9075	16.8438	17.3275	16.6988	13.3083	18.4271	15.7057	17.1846	20.9198	14.7409	18.3701	14.6277	17.9308	16.7	13.8622	16.8086	21.866	21.0696	22.1547	14.6794	16.7446	19.7995	17.8908	13.2261	17.7253	19.5106	15.3544	15.319	20.1767	15.8524	18.97	16.8766	18.7418	17.6934	16.2537	16.8123	13.5922	16.4019	15.2661	17.1363	16.0778	12.9975	20.4254	15.7681	19.5542	16.6268	21.4819	19.411	21.7404	14.5279	18.7121	18.9018	16.3382	18.5443	17.4881	20.6339	15.7897	19.7297	25.2078	19.8423	18.1387	15.4209	13.4171	18.2304	26.6285	17.6743	17.2093	15.6233	20.5716	19.0563	17.555	21.3923	19.8595	18.0188	19.011	15.7352	26.9897	18.0695	21.9181	17.4377	16.8086	18.8352	20.2744	19.1982	20.6518	17.5221	16.9802	18.8026	14.929	16.6771	18.2172	15.8375	15.1304	17.4666	20.9681	17.9722	20.6102	18.2461	18.6784	14.5321	18.0552	20.2642	17.2553	19.092	19.6347	22.1004	32.0866	26.5557	30.1046	17.659	17.1536	18.4697	22.4374	24.2844	18.8664	16.7554	20.2102	17.3813	17.5373	17.2317
