	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V234	V235	V236	V237	V238	V239	V240	V241	V242	V243	V244	V245	V246	V247	V248	V249	V250	V251	V252	V253	V254	V255	V256	V257	V258	V259	V260	V261	V262	V263	V264	V265	V266	V267	V268	V269	V270	V271	V272	V273	V274	V275	V276	V277	V278	V279	V280	V281	V282	V283	V284	V285	V286	V287	V288	V289	V290	V291	V292	V293	V294	V295	V296	V297	V298	V299	V300	V301	V302	V303	V304	V305	V306	V307	V308	V309	V310	V311	V312	V313	V314	V315	V316	V317	V318	V319	V320	V321	V322	V323	V324	V325	V326	V327	V328	V329	V330	V331	V332	V333	V334	V335	V336	V337	V338	V339	V340	V341	V342	V343	V344	V345	V346	V347	V348	V349	V350	V351	V352	V353	V354	V355	V356	V357	V358	V359	V360	V361	V362	V363	V364	V365	V366	V367	V368	V369	V370	V371	V372	V373	V374	V375	V376	V377	V378	V379	V380	V381	V382	V383	V384	V385	V386	V387	V388	V389	V390	V391	V392	V393	V394	V395	V396	V397	V398	V399	V400
YOR344C	0.3491033	0.3804261	0.4905523	0.4913853	0.5912498	0.4537264	0.4799879	0.3496546	0.4694369	0.2777965	0.5133004	0.346992	0.6097432	0.5485191	0.4563183	0.3794104	0.5430567	0.4807865	0.6728763	0.3577264	0.4949873	0.4702839	0.5808564	0.4465669	0.4928012	0.4030286	0.5114044	0.5534207	0.4461977	0.4419962	0.5950284	0.4574654	0.4512269	0.3800728	0.3503632	0.5856609	0.577351	0.5486496	0.5445942	0.4031713	0.5538058	0.3494156	0.5316125	0.4618009	0.5747003	0.6154433	0.4498049	0.1742569	0.4677202	0.5790106	0.552567	0.5219693	0.4090348	0.4431067	0.2626485	0.401348	0.5165036	0.6434319	0.5829366	0.4385449	0.5018543	0.5182322	0.4407021	0.563932	0.5066802	0.5759079	0.5245385	0.4150928	0.5341274	0.6357811	0.5751001	0.4700098	0.5177195	0.381293	0.4364384	0.4149157	0.4455811	0.2712552	0.4475625	0.5150744	0.4750703	0.403401	0.5056213	0.3999281	0.4707193	0.6229694	0.3338893	0.6002169	0.5049278	0.5598018	0.2444657	0.6901403	0.5490553	0.6106424	0.3419648	0.5255694	0.4512766	0.374353	0.5060974	0.6011996	0.4730527	0.6213154	0.4513224	0.6525628	0.557728	0.3322941	0.4721871	0.575018	0.4908034	0.5424485	0.5974442	0.4332592	0.3605129	0.2651082	0.5659409	0.5294882	0.4634389	0.584852	0.4731951	0.4811475	0.5772521	0.532005	0.4871133	0.4656732	0.518259	0.621048	0.5681784	0.5129897	0.66282	0.5833127	0.4548792	0.4790398	0.4339386	0.5488199	0.5162609	0.6642292	0.7415176	0.3564595	0.4489232	0.4628147	0.6034715	0.4737062	0.5726207	0.5963027	0.6417562	0.4259626	0.6561574	0.4861998	0.6058421	0.6010927	0.310002	0.2153275	0.4349705	0.519304	0.4368131	0.4281258	0.4451082	0.5060357	0.5959767	0.2907833	0.459476	0.5894255	0.4365179	0.4910871	0.6538259	0.489861	0.6118183	0.3196389	0.4621627	0.3476553	0.6024951	0.4817946	0.5004085	0.3172695	0.4775148	0.4113096	0.6217144	0.4583667	0.5299585	0.3790806	0.5557396	0.4968634	0.5799817	0.5204568	0.5690498	0.4368573	0.4893991	0.5234377	0.6942718	0.4543969	0.5474327	0.5284331	0.5731774	0.6041499	0.3723198	0.4721291	0.5007242	0.6371148	0.6461168	0.4521635	0.3842536	0.4929349	0.6240185	0.5527545	0.6462808	0.542637	0.7127987	0.4375175	0.5944667	0.5315221	0.4871399	0.5132697	0.2105243	0.5320146	0.5331402	0.3527572	0.3546025	0.5720387	0.5208889	0.497966	0.4971507	0.5484093	0.4387743	0.5630425	0.4822212	0.5853054	0.5577508	0.5366012	0.4535903	0.4897191	0.5930102	0.5262609	0.5644077	0.4199888	0.6709794	0.5327646	0.6284792	0.5221186	0.4374703	0.6472304	0.501605	0.5013035	0.3923449	0.5793942	0.4862722	0.4728033	0.3171369	0.5169526	0.4478731	0.5752612	0.6079956	0.4686686	0.5933692	0.6206633	0.3327468	0.4520096	0.5887826	0.5760955	0.4744332	0.535944	0.567336	0.4202824	0.5600813	0.5725026	0.6349006	0.5001299	0.550833	0.4518115	0.4804808	0.6856989	0.4420544	0.69543	0.4680652	0.5430449	0.4661337	0.4740404	0.5326403	0.4496716	0.6569686	0.3172458	0.4784545	0.5026247	0.444197	0.6478171	0.5512487	0.5683095	0.6941075	0.6482499	0.5126046	0.5237525	0.4901389	0.7305704	0.5381834	0.3985861	0.4486748	0.5469345	0.2484816	0.4685315	0.580116	0.5205077	0.4752363	0.391823	0.4851596	0.6224711	0.4713953	0.5254886	0.5737604	0.6636696	0.393592	0.5627954	0.27606	0.5381869	0.5033217	0.6089544	0.5250328	0.4846221	0.5906792	0.4766494	0.4411774	0.603625	0.3176974	0.5431729	0.416714	0.5142398	0.476023	0.395251	0.5117127	0.5234346	0.678174	0.5351272	0.4436456	0.5374136	0.7069169	0.6400885	0.4986938	0.4560036	0.4858939	0.410529	0.530132	0.6434127	0.4980228	0.3945856	0.4529959	0.5160186	0.5398029	0.436731	0.573938	0.6394259	0.5442031	0.6232101	0.4604013	0.5668023	0.3959733	0.455932	0.3603755	0.4860721	0.5309625	0.5487766	0.4674015	0.4471867	0.5384398	0.5519264	0.5164538	0.6066777	0.4994995	0.5496231	0.6628236	0.522804	0.5033142	0.4410708	0.5168239	0.4783327	0.6186977	0.5135572	0.6454569	0.6527657	0.452052	0.4209819	0.7097774	0.6804523	0.4966295	0.3622755	0.4456193	0.5470335	0.4381364	0.5182328	0.5785647	0.4317631	0.5014667	0.7609566	0.5494583	0.5160615	0.6416819	0.529141	0.7334329	0.4137888	0.5412646	0.4795809	0.497258	0.5654967
YMR037C	0.4201796	0.4343885	0.2889757	0.126652	0.3619599	0.2430518	0.2058452	0.4991102	0.2481646	0.3294183	0.380635	0.3762415	0.4336218	0.4105208	0.2405127	0.5029889	0.2730564	0.3121115	0.2804769	0.1183448	0.4049765	0.066326	0.2879411	0.3290117	0.2247049	0.0549635	0.1893469	0.227621	0.2962597	0.0578823	0.2193856	0.328162	0.3886126	0.2504835	0.1997109	0.3717776	0.2798932	0.4201378	0.4108472	0.3631028	0.056195	0.0442953	0.3669356	0.3000677	0.1575143	0.3845142	0.418098	0.3754936	0.1044799	0.2142985	0.3466039	0.3423899	0.2758174	0.1778264	0.5958768	0.4640929	0.2731166	0.2479427	0.1762197	0.3489392	0.2272126	0.3465884	0.3734226	0.2763054	0.2087664	0.2843867	0.3671136	0.0731112	0.2439306	0.4370564	0.2204156	0.193627	0.1877718	0.3048608	0.3691454	0.3156919	0.2529679	0.3763336	0.3306625	0.3035747	0.301199	0.1967782	0.3168339	0.3562572	0.1914945	0.267188	0.0214525	0.4567132	0.270695	0.186165	0.2185732	0.2960159	0.2780604	0.3013334	0.5519677	0.2119915	0.3979486	0.3598959	0.3754847	0.3153052	0.3777554	0.1020652	0.244817	0.2805126	0.3903367	0.314157	0.3151715	0.2312823	0.4148928	0.2810633	0.3279514	0.1593489	0.4054934	0.2152268	0.3753021	0.2307439	0.2948234	0.4037736	0.2404153	0.6277417	0.3778355	0.3345079	0.0886769	0.4532052	0.4405216	0.241647	0.2963416	0.3833958	0.38776	0.2388704	0.373941	0.3259361	0.3497283	0.2105023	0.2549379	0.4237082	0.3349746	0.4941542	0.4602795	0.2757586	0.2694587	0.2625457	0.4538228	0.2942689	0.28519	0.1396654	0.3222293	0.1783765	0.5520345	0.3515545	0.2440369	0.2067953	0.3737685	0.4149203	0.4435628	0.3324613	0.2625219	0.2745802	0.2866691	0.4585578	0.2651157	0.2823781	0.2264521	0.2634501	0.1740207	0.3875448	0.308387	0.2965446	0.1749651	0.4432895	0.3398996	0.199397	0.3214442	0.403005	0.2112881	0.3831944	0.2151767	0.3761629	0.3458241	0.1265068	0.3439388	0.1408748	0.1946391	0.3007368	0.4342442	0.2457288	0.3414767	0.2903451	0.3212644	0.465913	0.4114089	0.3510206	0.3056235	0.3071504	0.2853455	0.2284149	0.2109993	0.3038847	0.3788465	0.2759758	0.2572682	0.3739351	0.1384252	0.2470562	0.2511687	0.1550917	0.2339117	0.080483	0.2761181	0.4346604	0.1349582	0.2702606	0.5799587	0.2074966	0.3490312	0.2968372	0.2751317	0.3427089	0.3114516	0.2890388	0.2299169	0.3955659	0.4183881	0.2791013	0.1743737	0.3068984	0.351451	0.2251558	0.2799591	0.2679347	0.3393664	0.1792861	0.324171	0.5245311	0.3802564	0.246504	0.3037993	0.3512624	0.3891351	0.2900144	0.4007322	0.1570629	0.2789992	0.2316159	0.2403516	0.2889068	0.1109155	0.2898723	0.2779509	0.2385839	0.4153687	0.3195866	0.28912	0.2396502	0.1072266	0.306826	0.2536004	0.3997687	0.2450043	0.3226317	0.4454664	0.276293	0.3403122	0.1908773	0.2965802	0.3074564	0.2075328	0.3810761	0.2753894	0.3129793	0.5143734	0.324793	0.3651555	0.5076617	0.168393	0.2908475	0.2707184	0.3686305	0.388767	0.3366414	0.4612579	0.2594161	0.3574054	0.2325805	0.2564294	0.2726371	0.2868597	0.3670607	0.3841661	0.239319	0.3408113	0.3197583	0.1644434	0.425541	0.1143443	0.3235397	0.0035033	0.4363907	0.5155039	0.2699355	0.1332312	0.0746556	0.3812501	0.4291633	0.2553976	0.3722019	0.2372968	0.2640386	0.3473452	0.2858227	0.033453	0.3080889	0.1929563	0.2978564	0.2753484	0.449839	0.2205377	0.3820214	0.3125126	0.4106513	0.362871	0.2429411	0.2357757	0.2585024	0.3581093	0.309849	0.2970761	0.3491843	0.2554465	0.3122123	0.4018405	0.46796	0.3795547	0.2930318	0.3177278	0.1570959	0.194314	0.3135882	0.2881133	0.3393872	0.4374225	0.2965044	0.3103684	0.329488	0.2164343	0.5811748	0.4420694	0.1224124	0.316622	0.306345	0.3544939	0.2882509	0.3463298	0.3491924	0.2291518	0.1352003	0.3142995	0.4060591	0.3222215	0.0910977	0.420289	0.3211542	0.2286621	0.3114864	0.297015	0.3090532	0.3528906	0.3419257	0.226561	0.5213797	0.2880837	0.3533241	0.3142656	0.1669505	0.2910754	0.4028907	0.2874954	0.2622013	0.2581767	0.371403	0.4027369	0.1152055	0.5147411	0.3549243	0.4218625	0.240022	0.3198174	0.2045972	0.3341525	0.269471	0.402335	0.1976921	0.2889634	0.4741013	0.2557766	0.2529223	0.3503306	0.2243848	0.231984	0.2950247
YGL162W	0.6497556	0.4809641	0.7095436	0.5755002	0.5028433	0.5478027	0.6165067	0.5306387	0.377097	0.5462125	0.4797961	0.4039796	0.4715217	0.5288628	0.6514833	0.4797158	0.466963	0.2255149	0.5336922	0.5106763	0.5129923	0.5911211	0.5857677	0.5687941	0.4467145	0.3926581	0.4357502	0.4368683	0.5096046	0.5227472	0.568318	0.6644812	0.7803259	0.5322435	0.506228	0.6570079	0.3655638	0.6286937	0.3236808	0.5092582	0.0591017	0.5039792	0.6679479	0.5450031	0.4145291	0.4844046	0.3047185	0.610158	0.558364	0.5517906	0.4542084	0.4186947	0.8107588	0.4746534	0.4538964	0.6824163	0.4725197	0.3508064	0.5200271	0.5995891	0.4457295	0.4950634	0.7427884	0.3953309	0.5770072	0.5068183	0.6056874	0.5111237	0.5491171	0.6450748	0.4546301	0.5289692	0.5048957	0.488855	0.6284486	0.4648043	0.4230132	0.5772561	0.6401685	0.4030876	0.3353046	0.5303533	0.6003367	0.6161749	0.3251304	0.5891242	0.4065399	0.5255894	0.5499129	0.6139014	0.5800341	0.5497205	0.3912132	0.6056336	0.477891	0.5132589	0.5739317	0.4320848	0.438587	0.5135293	0.372598	0.1569967	0.4912715	0.5309584	0.5333211	0.4121927	0.6102825	0.5679112	0.3831909	0.5139555	0.501678	0.3578773	0.636934	0.5931235	0.5227208	0.4748109	0.4653109	0.5669271	0.5806604	0.5656816	0.7198439	0.5325035	0.341111	0.4958281	0.5111139	0.3664321	0.4181881	0.565683	0.3324619	0.5038581	0.5271371	0.450425	0.47032	0.525894	0.6456295	0.5507107	0.5775926	0.4536244	0.5074431	0.4933045	0.3609686	0.5623053	0.6525636	0.3556925	0.5630413	0.4103357	0.3181082	0.6017595	0.5395012	0.5512737	0.5934821	0.4326821	0.5564721	0.561871	0.646582	0.5891172	0.4410384	0.5517645	0.5164106	0.328605	0.4309997	0.4623077	0.4952761	0.5224517	0.3345225	0.455609	0.5902625	0.4082721	0.6211691	0.3774918	0.4518193	0.2646546	0.3824472	0.6006827	0.4899514	0.3873344	0.4294703	0.5603697	0.6447213	0.7052884	0.5415952	0.496675	0.3649673	0.3385546	0.5620772	0.5348515	0.4254374	0.6307804	0.4698372	0.6973585	0.5475524	0.3554816	0.4268382	0.4722394	0.5444602	0.6592272	0.3920133	0.5510132	0.4859668	0.4596274	0.5350254	0.5727439	0.4981718	0.297478	0.2691588	0.284923	0.462854	0.5264828	0.5549606	0.4348617	0.4986883	0.5003616	0.4126658	0.4543979	0.6644654	0.5049707	0.6295531	0.3344938	0.5791653	0.4864354	0.4483723	0.7117456	0.6707857	0.6469666	0.4314338	0.7173638	0.4940769	0.5457813	0.4742901	0.673752	0.5097738	0.4591612	0.535309	0.5088547	0.4608515	0.6125755	0.388115	0.5476929	0.4558555	0.5503678	0.4305929	0.5516415	0.5009962	0.5602662	0.2384738	0.4153131	0.577917	0.5342837	0.4942894	0.3160835	0.6417345	0.5270216	0.3584769	0.7091839	0.4677278	0.5620085	0.5608262	0.6155124	0.6633951	0.5721159	0.5404683	0.5940712	0.4815251	0.5028879	0.5599198	0.5578037	0.494196	0.509165	0.5045403	0.4777206	0.7505438	0.3159037	0.4439596	0.441152	0.4107472	0.5080568	0.4201581	0.6645055	0.4478829	0.5756886	0.6122827	0.4488905	0.4859487	0.4983981	0.439809	0.300453	0.4554823	0.6393226	0.4413044	0.4258686	0.5199293	0.4852644	0.3909379	0.6932575	0.5132948	0.3305711	0.5204152	0.7018337	0.7439583	0.4977596	0.5335453	0.4531132	0.5286146	0.4933811	0.533726	0.5060864	0.5432104	0.5092397	0.4944956	0.5246837	0.6247334	0.4814126	0.5663311	0.4841982	0.4775499	0.5867021	0.6175652	0.4517912	0.6012744	0.5495071	0.5571375	0.3915743	0.4937705	0.4704931	0.7161544	0.4431126	0.541836	0.3118793	0.4878774	0.4826433	0.6601629	0.4715857	0.5473615	0.3698358	0.5606789	0.516648	0.5836258	0.4202768	0.562531	0.319978	0.5461101	0.696271	0.4257092	0.5131788	0.703056	0.7390975	0.4065317	0.2900321	0.3657388	0.3601681	0.5966107	0.516556	0.3181791	0.5538437	0.5911719	0.5025042	0.4996492	0.2916342	0.4452927	0.6148498	0.6530851	0.5730639	0.4992176	0.6277088	0.6215958	0.4583445	0.4479468	0.514384	0.6933891	0.5874744	0.5088587	0.6596824	0.2510928	0.5200806	0.4019605	0.6095666	0.4923476	0.4366863	0.4329105	0.5958366	0.492672	0.4654251	0.124228	0.6171026	0.4709692	0.5949874	0.5774688	0.3673596	0.4300306	0.4168905	0.5397582	0.4681594	0.3574229	0.7280199	0.513083	0.540115	0.617133	0.5812364	0.5521698	0.5390817
YPR065W	0.1126543	0.2477222	0.0482382	0.1732948	0.2342924	0.1559782	0.2169521	0.1757147	0.2772245	0.2010082	0.2924038	0.3203091	0.2460396	0.0838828	0.1308636	0.3422433	0.2608198	0.1567794	0.2168488	0.1725779	0.2663952	0.2335664	0.190889	0.2516495	0.2504423	0.161936	0.2459444	0.3079917	0.3074624	0.1985194	0.0447452	0.0401744	0.0249289	0.1950139	0.1856072	0.2724391	0.0351494	0.2790427	0.1848547	0.3377833	0.2579735	0.0210196	0.1355733	0.2553155	0.2365512	0.2048375	0.1019203	0.3108577	0.3175915	0.2150905	0.1867493	0.3013435	0.027436	0.1898234	0.2538942	0.1147883	0.1580098	0.3116272	0.3121971	0.2241855	0.2471371	0.2184501	0.2333543	0.0801145	0.2651734	0.1562864	0.1674822	0.3407112	0.1976458	0.0453321	0.1753412	0.3096488	0.0750924	0.2372051	0.301097	0.148557	0.1957005	0.214927	0.1799723	0.1630614	0.0781791	0.2338221	0.0890366	0.1390698	0.1984982	0.2312589	0.2300146	0.2453953	0.2793394	0.3790307	0.2717836	0.2288017	0.1487427	0.2562912	0.2161692	0.3387243	0.2230394	0.1356444	0.2108439	0.3025381	0.1618706	0.1425212	0.2756629	0.2007234	0.2514008	0.3629469	0.2102127	0.1468484	0.184866	0.2560047	0.2824311	0.288985	0.0781126	0.252536	0.1848483	0.2073884	0.3948244	0.1189855	0.152416	0.2179404	0.1096543	0.2016576	0.3137197	0.0853954	0.2312022	0.2918781	0.2366266	0.2467142	0.1536011	0.321873	0.179755	0.3377215	0.2072246	0.2856558	0.3008113	0.059699	0.1805288	0.3272184	0.2419155	0.2916459	0.2000743	0.2086094	0.1839738	0.1317823	0.2298965	0.1825658	0.3543514	0.1577804	0.1952004	0.1586924	0.0532911	0.1952944	0.0676861	0.2047716	0.1792848	0.2168618	0.3740372	0.1921647	0.0874754	0.3964932	0.2033638	0.2882587	0.3150824	0.3816943	0.2198496	0.2506877	0.3159598	0.3863229	0.1160133	0.3797972	0.1790186	0.1273069	0.119622	0.2452609	0.2973143	0.211886	0.2113692	0.0985811	0.2610947	0.0413991	0.1797698	0.2478524	0.1495147	0.3190307	0.2719906	0.3178744	0.1079602	0.1246036	0.3087898	0.0294662	0.2581046	0.2004996	0.2291905	0.2241996	0.1357099	0.1650256	0.2048982	0.1716428	0.1824371	0.2568284	0.241008	0.3166048	0.1898372	0.2261298	0.3032595	0.1632161	0.215133	0.0920763	0.2629929	0.3320092	0.2085077	0.1448189	0.3418552	0.3433086	0.0332627	0.2599009	0.2906003	0.2984309	0.1933332	0.2437714	0.3613933	0.024448	0.1866418	0.0766819	0.3546852	0.0575007	0.1763934	0.2586802	0.2569939	0.2995738	0.0693915	0.274456	0.2246942	0.1837959	0.4698882	0.226632	0.1902309	0.3370286	0.083808	0.1378824	0.3791322	0.1787207	0.0999348	0.2058773	0.1383063	0.0862989	0.195285	0.2437113	0.2599325	0.2625869	0.0432087	0.2869654	0.2695879	0.2044548	0.3599602	0.1817542	0.2243988	0.1727742	0.1804616	0.2381614	0.2508462	0.0911525	0.1810774	0.0688974	0.0749083	0.2651494	0.1823622	0.2664531	0.0277983	0.2965222	0.0145757	0.2222743	0.1423117	0.2314565	0.0301673	0.1580829	0.3469348	0.1841222	0.3176399	0.1997708	0.0705285	0.2027318	0.2295352	0.2561376	0.1879202	0.1648654	0.1348867	0.035039	0.234597	0.0580405	0.1279212	0.2835948	0.1789005	0.0344709	0.2163939	0.3213981	0.0795784	0.1894201	0.0629496	0.2006557	0.1833931	0.200908	0.2789993	0.2811739	0.2312024	0.1591167	0.1415895	0.1651836	0.2747452	0.3779805	0.3309779	0.0858393	0.2052227	0.1853321	0.2531328	0.1793699	0.051984	0.3708984	0.1889364	0.2190338	0.2373207	0.2091904	0.3316311	0.1985744	0.0321772	0.1945118	0.3202584	0.2299421	0.2678797	0.1237579	0.2399393	0.29124	0.1796503	0.1983287	0.2498554	0.0783354	0.29648	0.1253871	0.1447112	0.019266	0.1174552	0.0573778	0.3573217	0.1261208	0.0723872	0.122019	0.3460467	0.12171	0.2191111	0.1380305	0.3218522	0.3658045	0.2733078	0.2572906	0.2189486	0.3421622	0.2578077	0.0388977	0.2380078	0.2587747	0.154322	0.1646323	0.1856702	0.2260092	0.1270168	0.2572449	0.228478	0.1652322	0.315996	0.2207602	0.2386423	0.0618755	0.1027443	0.2730247	0.0861447	0.1090993	0.2376711	0.14895	0.3042976	0.2566415	0.2392443	0.3447252	0.1938441	0.2325871	0.3085275	0.1380058	0.1958334	0.1985313	0.3183591	0.3536625	0.3203113	0.2766264	0.2782163	0.12821	0.1495866	0.2114924	0.0246322	0.128898	0.2135429	0.2766504
YHL027W	0.3438393	0.3299987	0.3215308	0.3132456	0.3101699	0.395012	0.3099241	0.3796398	0.245777	0.2212974	0.3617902	0.0988915	0.252241	0.3220968	0.1955879	0.3078042	0.3016561	0.3625559	0.3514026	0.3994338	0.2183781	0.2090037	0.3105497	0.2875889	0.2633114	0.4140852	0.2818643	0.2580857	0.0996615	0.2619126	0.3093087	0.2937558	0.2742599	0.3125647	0.4170347	0.2007448	0.3500447	0.3260284	0.5398088	0.2452928	0.3257311	0.3955516	0.2593819	0.2859536	0.4515175	0.2648201	0.4535075	0.2245503	0.2209958	0.3620151	0.3329207	0.2668422	0.2319901	0.3042127	0.3528591	0.3204432	0.2781811	0.2268938	0.3004161	0.3063979	0.1677098	0.3951781	0.3628329	0.2465016	0.3120571	0.2706238	0.2599705	0.2409499	0.3193417	0.3152561	0.355079	0.3681069	0.3212332	0.3078076	0.2247173	0.3875933	0.4042026	0.3290772	0.3530852	0.4343907	0.3131868	0.3777936	0.3060415	0.3290991	0.3488069	0.375695	0.3529347	0.3566404	0.2818777	0.3021951	0.1636595	0.3671452	0.4156886	0.3313743	0.242367	0.1352425	0.4078564	0.4023779	0.4088198	0.3408822	0.3753445	0.4205383	0.2911742	0.2889652	0.316057	0.1682045	0.3807744	0.338504	0.3991899	0.3505623	0.2537923	0.2839545	0.3086682	0.3146796	0.1008515	0.2782413	0.2857489	0.1010689	0.2605656	0.4624168	0.2931909	0.1519394	0.1692543	0.3154683	0.4120808	0.3550697	0.4293519	0.3669512	0.3950865	0.2087336	0.3615918	0.1898441	0.3852994	0.2680074	0.3144627	0.3940875	0.4004652	0.2982918	0.3223988	0.3537176	0.3300424	0.3202709	0.1325362	0.4837337	0.290402	0.2857845	0.1624464	0.3029157	0.3398432	0.3782138	0.2522512	0.3736414	0.2293612	0.3679936	0.3320323	0.3404716	0.1068363	0.3634479	0.4586484	0.2717632	0.3067395	0.3400025	0.2135349	0.3592762	0.5067828	0.2803776	0.3454524	0.145178	0.2258754	0.1729375	0.3425988	0.5390998	0.3133384	0.3806861	0.1304274	0.4191333	0.2651687	0.3147118	0.3210608	0.258441	0.3419143	0.354903	0.4019142	0.3617807	0.256713	0.3231877	0.19924	0.3858659	0.2433003	0.2421465	0.2845241	0.3641378	0.3794316	0.3947118	0.3603575	0.1143158	0.3446939	0.4329178	0.2975047	0.1577237	0.1614638	0.3339999	0.4050913	0.3860763	0.408709	0.4008656	0.3429341	0.3685394	0.3258509	0.2773822	0.3391207	0.326422	0.1891953	0.1688268	0.2959337	0.2895666	0.3206775	0.2268477	0.1274631	0.3323478	0.0617475	0.2804555	0.3095361	0.1781129	0.2640315	0.2924214	0.3695242	0.2727119	0.1860044	0.368489	0.0658465	0.3000454	0.4013081	0.3034381	0.0986841	0.2822445	0.3707939	0.3487939	0.4867863	0.3695293	0.1441563	0.1533623	0.3635856	0.3336591	0.1290046	0.2268305	0.1909923	0.2869731	0.3059927	0.2306889	0.16298	0.3712581	0.2046235	0.3084978	0.355988	0.2809371	0.3038225	0.3699657	0.1654894	0.3312087	0.3243294	0.4064098	0.4316744	0.2579423	0.3706891	0.2726229	0.2965067	0.3234774	0.2958108	0.2459346	0.3315956	0.5098875	0.2757818	0.2975514	0.0904751	0.2379732	0.1966999	0.3438922	0.2370558	0.25184	0.3109953	0.3517659	0.2468631	0.3718014	0.3108038	0.5244145	0.3212711	0.1756537	0.2899869	0.2680937	0.3158026	0.3064041	0.3855696	0.1777008	0.3342457	0.2325905	0.3924307	0.2055057	0.3380756	0.355718	0.4015726	0.1951896	0.2418885	0.3310136	0.2836776	0.3431991	0.3349402	0.3596619	0.2863087	0.43533	0.2428275	0.3986387	0.0991549	0.3414964	0.270137	0.1844837	0.4182497	0.1893159	0.3305599	0.344259	0.3355704	0.4446236	0.243388	0.3016258	0.276899	0.3152007	0.2363618	0.3745329	0.2957484	0.3706272	0.4219026	0.124016	0.362909	0.487007	0.278729	0.3606083	0.2263618	0.3539037	0.351127	0.213178	0.1998365	0.317491	0.0790981	0.356385	0.1477937	0.2995034	0.2754114	0.5465516	0.1628691	0.3970295	0.2681658	0.1473973	0.2169568	0.1759866	0.3784556	0.363566	0.3182602	0.4560494	0.2757983	0.3289571	0.1793139	0.3053736	0.3645268	0.3753885	0.3136989	0.316288	0.3645574	0.3374228	0.2371815	0.1338355	0.3269896	0.2876736	0.4648975	0.2302729	0.4144559	0.3690285	0.4068551	0.2957302	0.3738092	0.3324408	0.3255289	0.2471334	0.3225802	0.3941295	0.3714821	0.3176652	0.2736611	0.2524411	0.2593957	0.1256362	0.0514624	0.3592858	0.3977067	0.2656748	0.2358151	0.2327607	0.2917268	0.3661323	0.3486985	0.4151921
