	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200
YJL167W	0.2917121	0.5887976	0.2152382	0.2103501	0.4216536	0.4140527	0.3215696	0.3201401	0.3126859	0.1914141	0.3429846	0.1272291	0.1315002	0.0907413	0.5468188	0.2070074	0.0959561	0.1914843	0.3373998	0.1411117	0.0611769	0.2120239	0.2766641	0.1103889	0.1812243	0.2233577	0.1574496	0.3797546	0.2683614	0.3041693	0.2671884	0.1994404	0.2533548	0.2913447	0.0077112	0.1211406	0.2409249	0.2906825	0.1644271	0.1469365	0.3296604	0.1029435	0.1595873	0.1135279	0.2766961	0.2684261	0.3578415	0.2223078	0.0007093	0.1093678	0.1938105	0.4153342	0.2959744	0.1987215	0.0320885	0.4524383	0.2944368	0.161668	0.3335145	0.2656652	0.2732175	0.0868766	0.2830741	0.2350212	0.2315264	4.49e-05	0.2443242	0.130651	0.1184075	0.4402217	0.3334123	0.0236742	0.3594395	0.2733655	0.3592759	0.3198632	0.1412828	0.0352637	0.1333801	0.000937	0.1508745	0.4713564	0.5218832	0.0031426	0.442152	0.1539575	0.1795029	0.3664911	0.4301499	0.2306892	0.1400234	0.5289635	0.174617	0.0206369	0.1361714	0.1062237	0.0005788	0.1062399	0.1639819	0.2432928	0.2669423	0.5725305	0.310825	0.3560669	0.1796541	0.249433	0.5907668	0.1223693	0.3236215	0.4236979	0.0059224	0.3140657	0.3528113	0.3098282	0.2718847	0.0900414	0.1957187	0.1584671	0.1090683	0.0307991	0.1245013	0.002527	0.2645278	0.2718388	0.208087	0.3509053	0.318367	0.3798419	0.3267414	0.0935521	0.1036421	0.2357424	0.1659375	0.2957343	0.218646	0.3138247	0.3422309	0.1859577	0.5337864	0.3239529	0.1989732	0.2058398	0.1669135	0.2469352	0.3832886	0.3078412	0.2368132	0.3185811	0.2482244	0.4178054	0.2572762	0.3698767	0.1342543	0.4085221	0.0014264	0.2791085	0.0024952	0.2501281	0.2425752	0.1567702	0.2982528	0.1599761	0.0588021	0.2810664	0.4056334	0.259433	0.2577681	0.3702784	0.2875725	0.1794232	0.2633685	0.3006666	0.3046389	0.4144944	0.2719449	0.4715033	0.100758	0.1964069	0.5516422	0.1368347	0.4242969	0.3222786	0.2936999	0.3645646	0.3529065	0.315066	0.1703978	0.1427779	0.1316897	0.2463311	0.1053736	0.2568253	0.2926305	0.2623877	0.0037583	0.3285829	0.0007929	0.2297868	0.0131481	0.284747
YMR277W	0.4516358	0.4840373	0.0147611	0.0871203	0.2822162	0.2082125	0.4360793	0.3583906	0.4889952	0.1796804	0.3962318	0.055692	0.1931561	0.4817184	0.7322475	0.1104795	0.5463908	0.1380985	0.2533973	0.3268186	0.0143153	0.3194481	0.1533896	0.2241436	0.2517155	0.0390272	0.4350028	0.5069649	0.3556101	0.2961558	0.2430244	0.4150423	0.4592681	0.2323182	0.1056791	0.1787569	0.040151	0.4990307	0.1795349	0.0397234	0.0749532	0.2105633	0.1145886	0.4410462	0.110305	0.524951	0.0218904	0.4223402	0.1252445	0.1865097	0.4350319	0.4598766	0.2158689	0.0659518	0.309614	0.4448364	0.6101464	0.0967911	0.3591041	0.1105005	0.1475112	0.0648506	0.5077965	0.0939414	0.2143164	0.3860642	0.3153256	0.0411046	0.2805348	0.4720526	0.167698	0.3228684	0.2698382	0.212487	0.7019471	0.5685053	0.2181992	0.0307924	0.0526001	0.4504911	0.2052644	0.1358442	0.2393839	0.2436986	0.3202723	0.7196364	0.1658474	0.5510716	0.2940157	0.3242917	0.2341971	0.5373374	0.0770464	0.3792576	0.4358047	0.5149676	0.3504876	0.0072824	0.0952189	0.0858802	0.1619338	0.0940403	0.2492088	0.499975	0.0665809	0.1964541	0.3036447	0.2622797	0.1926851	0.1556511	0.2741276	0.2931913	0.3121129	0.2367563	0.4149248	0.0946593	0.3043713	0.3033108	0.0155268	0.6328423	0.287405	0.4216722	0.1590002	0.443329	0.2325963	0.233613	0.1029102	0.1855942	0.1498014	0.2068578	0.2327847	0.6143393	0.107089	0.2003112	0.0202219	0.1699891	0.0901014	0.3927061	0.3812226	0.4465775	0.4571046	0.5513576	0.2240078	0.1390902	0.1804278	0.2025799	0.2506104	0.1551064	0.2986891	0.4046111	0.1688445	0.2641605	0.1666278	0.3321197	0.2626465	0.3879241	0.4402318	0.3281422	0.5124643	0.2763438	0.6113612	0.0648026	0.1647976	0.0592656	0.1081282	0.4021951	0.3521643	0.2036542	0.3204365	0.0242756	0.2504179	0.1202095	0.291312	0.7429888	0.2505462	0.3535137	0.1375388	0.3535183	0.303224	0.031414	0.0412168	0.0770158	0.1076126	0.234459	0.7180649	0.5313773	0.1771916	0.3477118	0.1706413	0.4713647	0.2991217	0.0280201	0.3048375	0.1666412	0.0921384	0.439334	0.2191795	0.3213912	0.5144139	0.4627173
YDR225W	0.646285	0.5551595	0.6765666	0.3444864	0.6579784	0.7017552	0.3367811	0.7193308	0.6958443	0.5695513	0.5824286	0.3538547	0.4918956	0.6248911	0.6869315	0.6176892	0.5955987	0.6325164	0.7158116	0.4583983	0.5940296	0.5690791	0.5172237	0.3993112	0.5982268	0.4435712	0.7297409	0.7526295	0.8531324	0.644613	0.5384959	0.6539783	0.4167624	0.7083661	0.5033308	0.5105126	0.6384692	0.5979547	0.5205589	0.4077487	0.6067026	0.483315	0.6675406	0.491417	0.7819369	0.5514583	0.2634116	0.5662953	0.6434366	0.504271	0.4836142	0.3189999	0.5252516	0.3971813	0.7023253	0.5126416	0.641204	0.4905849	0.5536264	0.7575038	0.7208427	0.4192193	0.4579509	0.3519156	0.5466452	0.6220273	0.3002864	0.5208245	0.6983083	0.4025834	0.6578542	0.6070909	0.5920159	0.7184293	0.6905845	0.4614356	0.5293442	0.6565469	0.493462	0.7033407	0.5805053	0.2656823	0.5000684	0.5178631	0.5277868	0.5097896	0.2801771	0.7450267	0.4678057	0.7193965	0.4920992	0.8047408	0.6259141	0.5655474	0.5087767	0.6281374	0.4972721	0.3664954	0.497282	0.3267412	0.2810357	0.6706976	0.6949151	0.430145	0.6097907	0.6989154	0.3779473	0.6861884	0.7529208	0.4080539	0.6235382	0.6642257	0.5478472	0.6015512	0.7164093	0.5095063	0.5768068	0.716688	0.6657079	0.6367887	0.6690988	0.3104392	0.4159509	0.3501405	0.602761	0.7317526	0.4510475	0.7791024	0.8529145	0.7058073	0.6746014	0.2400781	0.829507	0.5302208	0.5937833	0.5903056	0.7657028	0.6494016	0.5985759	0.4607006	0.5388856	0.70707	0.6715258	0.6816775	0.3895743	0.6002474	0.5630271	0.6627363	0.6554029	0.5949616	0.6502829	0.6508793	0.5033979	0.4707914	0.6749236	0.6427838	0.6175805	0.5478544	0.639627	0.7977127	0.5335606	0.4814487	0.4764095	0.7203305	0.5060305	0.5035634	0.5250158	0.7009965	0.7109796	0.5230369	0.779323	0.4477365	0.5317204	0.5436137	0.5539982	0.8199927	0.663895	0.565911	0.4052548	0.7222349	0.2559498	0.6080922	0.6898725	0.4962634	0.5930378	0.2785754	0.7039438	0.2176301	0.670247	0.4094767	0.4879505	0.4830406	0.3688902	0.7064968	0.3565116	0.2074706	0.4601048	0.6689405	0.57981	0.5265631
YOL072W	0.4013736	0.1330072	0.2199701	0.3995551	0.0003371	0.0018713	0.6247711	0.4488351	0.6750091	0.0016061	0.3726747	0.0014991	0.5127197	0.4238286	0.1495202	0.5455965	0.6263177	8.22e-05	0.3973638	0.3856933	0.0014788	0.4299129	0.2388564	0.027179	0.6502631	0.0010651	0.198425	3.95e-05	0.6085629	0.3793721	0.3655009	0.3470176	0.3774843	0.5037779	0.4330138	0.2873636	0.1296073	0.3752997	0.0038234	0.0642809	0.001114	0.1891862	0.3679758	0.3176441	0.3727371	0.20982	0.0668743	0.6220438	0.293046	0.3116161	0.35166	0.0757916	0.616646	0.0372468	0.4889619	0.0422442	0.4826514	0.0771886	0.379036	0.3691759	0.540479	0.1431494	0.384134	0.4578982	0.4621443	0.4119483	0.1250082	0.0037824	0.3661033	0.0010637	0.3417551	0.0238068	0.4089916	0.3812825	0.1458044	0.6161245	0.3216526	0.0059997	0.3264335	0.3556315	0.0356352	0.1291597	0.1660498	0.0801146	0.1797419	0.3699547	0.090601	0.3730954	0.2305853	0.4400312	0.4526048	0.0788442	0.0892564	0.1878611	0.5045449	0.4233953	0.601709	0.2780019	0.0003016	0.1025038	0.3612288	0.0141293	0.3259333	0.536008	0.0654329	0.5681246	2.39e-05	0.0073162	0.2738449	0.0022263	0.3556367	0.3755697	0.3701531	0.0119412	0.4588442	0.5223059	0.4163342	0.0090621	0.2010617	0.3664427	0.0345547	0.7255255	0.4686587	0.3970166	4.4e-06	0.6864731	0.2026723	0.5511271	0.0002524	0.2949722	0.2671078	0.2315562	0.222138	0.3839038	6.97e-05	0.5654785	0.1670953	0.323257	0.0719914	0.4116705	0.0006677	0.181172	0.1558349	0.39771	0.4303074	0.4303862	0.2947166	0.335892	0.6451016	3.9e-06	0.5685123	0.4386339	0.1553708	0.492487	0.4746523	0.5409633	0.4050151	0.4736301	0.6757305	0.3793226	0.4650869	0.4480254	0.4691691	0.0169959	0.0042344	0.3188279	0.1836088	0.0006306	0.321126	0.0086538	0.3432512	0.1777651	0.4977293	0.0355497	0.3858057	0.0011098	0.5260153	0.3618121	1.9e-05	0.0028485	0.1452753	0.4572152	9.58e-05	0.375375	0.506677	0.4629676	0.4179599	0.0098139	0.0051648	0.5890291	0.5428706	0.3986055	0.7386471	0.4625354	0.0044143	0.4113469	0.3483982	0.5040757	0.6897774	0.4062992
YFR022W	0.3793544	0.5386803	0.4621169	0.6450166	0.554083	0.3129126	0.3214843	0.5056111	0.5727874	0.5040155	0.4853263	0.3546637	0.6678652	0.6090523	0.415792	0.7667814	0.6067745	0.4251762	0.5838329	0.6119059	0.5311962	0.3766313	0.5525598	0.5319206	0.7332244	0.5269386	0.7106175	0.0451779	0.5853944	0.5838495	0.5228002	0.3763283	0.540846	0.5470009	0.6430015	0.5764207	0.7205676	0.4849601	0.3314552	0.688861	0.4554662	0.411274	0.4312859	0.3693239	0.549677	0.1122609	0.212058	0.7378884	0.5721725	0.5737798	0.3418114	0.5714436	0.6113336	0.4770208	0.46044	0.3716054	0.4090456	0.5832952	0.5757552	0.389821	0.793925	0.6271309	0.7596025	0.757226	0.6995537	0.6421159	0.3285312	0.5553588	0.5077087	0.3215594	0.5138207	0.5088473	0.6059427	0.4798823	0.2866121	0.6598248	0.3818025	0.7290166	0.5379074	0.6867041	0.4339159	0.3603528	0.2320024	0.7039167	0.3171619	0.4211578	0.0354473	0.5731294	0.310336	0.3362176	0.5896997	0.2693854	0.5639128	0.6970531	0.4624635	0.3318306	0.5159263	0.5470069	0.4505472	0.4140826	0.4286212	0.3916227	0.5174078	0.5416565	0.6917386	0.4084715	0.2963377	0.4367237	0.7420224	0.3591047	0.5775927	0.6099408	0.6238394	0.5283592	0.4583158	0.5657889	0.5334435	0.4852848	0.4467453	0.6015547	0.5537523	0.3088562	0.547026	0.2826716	0.4089362	0.5087153	0.5586449	0.4032607	0.3044532	0.492698	0.4487753	0.0542203	0.572929	0.4761669	0.2940021	0.3958153	0.1961471	0.3962802	0.2752287	0.2858924	0.4664633	0.0380981	0.6777623	0.2821745	0.5095582	0.7448777	0.4521367	0.718479	0.6774716	0.2522628	0.6962904	0.4100712	0.1949334	0.2883505	0.2538004	0.4087668	0.4631005	0.6885892	0.3793661	0.4288095	0.6042102	0.5673219	0.5352966	0.2646873	0.1765794	0.5795115	0.0358702	0.2522512	0.815315	0.693701	0.7185729	0.529682	0.6696562	0.2459875	0.6655884	0.276794	0.570153	0.6314065	0.3853284	0.5661654	0.3536386	0.5973881	0.6399841	0.5007517	0.7634761	0.4546458	0.6492031	0.6473209	0.2613741	0.5148912	0.5189216	0.5257926	0.3594822	0.4812039	0.6289679	0.5998169	0.3675492	0.5580256	0.631694	0.4790598
YLR039C	0.0366645	0.4116384	0.0062235	0.0076753	0.4925774	0.7075835	0.0244953	0.0182668	0.0136374	0.0362342	0.0388977	0.0410015	0.0359507	0.0227476	0.34059	0.0234431	0.0326516	0.060503	0.0104627	0.0059927	0.031071	0.0424204	0.0357278	0.0356145	0.0461339	0.0488667	0.5199349	0.8650112	0.0231038	0.0108169	0.0495801	0.0205877	0.0665179	0.0375712	0.0392419	0.0184272	0.032865	0.0284236	0.0510365	0.0372883	0.0123853	0.0693178	0.0217049	0.0301733	0.073794	0.1906375	0.6416014	0.0214801	0.038636	0.0530792	0.0670866	0.7162925	0.0008666	0.0132617	0.031948	0.4868155	0.0020873	0.019933	0.0039118	0.0113797	0.0392905	0.006301	0.0515042	0.0183398	0.0349669	0.0247055	0.0085866	0.0262032	0.0044692	0.7451436	0.0574643	0.0395946	0.0195709	0.0282818	0.7428626	0.0076811	0.04348	0.0199415	0.0313231	0.0784544	0.032064	0.6798379	0.201419	0.0044022	0.7715509	0.0314317	0.1081224	0.035049	0.678844	0.0188529	0.0387842	0.6650427	0.0244763	0.0037089	0.0067223	0.0286044	0.0366975	0.0262696	0.2096368	0.0268071	0.0042175	0.0777539	0.0214198	0.0240751	0.0134514	0.0251268	0.3079446	0.0676205	0.0111154	0.6944798	0.0250552	0.0132423	0.0235166	0.0701956	0.0103705	0.0213883	0.0555771	0.095053	0.019395	0.059218	0.0616551	0.0528687	0.0399768	0.0275551	0.0741476	0.0765543	0.0369903	0.0374389	0.3361572	0.0722876	0.0434594	0.7930045	0.0320816	0.020093	0.6089781	0.0057636	0.0534646	0.0472548	0.7252479	0.012444	0.2676563	0.3185004	0.0257506	0.0080884	0.0218323	0.0294388	0.0068043	0.030216	0.0165256	0.7888596	0.0632143	0.0471016	0.0457044	0.2536623	0.0258376	0.0539683	0.0280926	0.0098594	0.0237145	0.029316	0.0264465	0.0258358	0.0468836	0.2323831	0.6660965	0.0076349	0.3612623	0.0322441	0.0253639	0.0092087	0.0312153	0.036337	0.0076582	0.6250344	0.0602676	0.1964918	0.0247421	0.0039948	0.4025763	0.0089373	0.0971009	0.0605504	0.0491516	0.6560108	0.0235885	0.0041687	0.0643586	0.0471462	0.0079717	0.0165699	0.0273299	0.0216027	0.0038938	0.0388677	0.0107887	0.0435373	0.0316265	0.0220039	0.0097034	0.0098084
YMR230W	0.5315458	0.3793966	0.5204891	0.5826762	0.1845879	0.243944	0.6543323	0.2499735	0.7430421	0.0782479	0.5714707	0.220137	0.7166083	0.690141	0.0701696	0.5641755	0.4008561	0.1029296	0.1986047	0.6152505	0.0839434	0.7710505	0.1487192	0.2100281	0.3176383	0.0467201	0.0251338	0.3376289	0.424537	0.4861535	0.6572786	0.3829736	0.6118965	0.6407912	0.3425986	0.5743495	0.1044186	0.426026	0.3818941	0.2101925	0.3384	0.7460741	0.456678	0.6405122	0.4159264	0.057627	0.1655169	0.3421711	0.317599	0.4278032	0.6979562	0.0268735	0.2885089	0.5628068	0.5398044	0.0644697	0.8019994	0.5990129	0.4909318	0.2639633	0.8372554	0.4760113	0.6389761	0.7900723	0.5713587	0.7886299	0.3202707	0.3379953	0.6858562	0.0568442	0.6238469	0.0974552	0.7014049	0.6457246	0.0452519	0.3801372	0.6650162	0.2391569	0.3952069	0.1906227	0.473072	0.1157751	0.0706073	0.5180872	0.2595665	0.3006494	0.0363541	0.6854061	0.0368673	0.7634004	0.4081118	0.0408802	0.1981136	0.5562873	0.4337016	0.5973701	0.6497285	0.33916	0.032864	0.459582	0.6004722	0.0879441	0.4955052	0.3162364	0.2879764	0.7003954	0.0545632	0.4045518	0.481031	0.0689578	0.5363419	0.4862078	0.4930576	0.1433778	0.7089368	0.5862654	0.2962684	0.0469178	0.1615207	0.5274487	0.2042786	0.6447597	0.5274054	0.4722862	0.0362813	0.4313009	0.5650043	0.5418969	0.0429937	0.1383856	0.6155436	0.108531	0.4710575	0.649509	0.0617745	0.225151	0.0809977	0.5611371	0.2886605	0.6686291	0.1760533	0.078524	0.3388067	0.5284349	0.6341962	0.4400116	0.7455216	0.3885133	0.7719079	0.0247024	0.6365149	0.3988469	0.4156985	0.1848206	0.2044689	0.41641	0.1134824	0.7616879	0.7640919	0.7937815	0.6934188	0.0637843	0.3413726	0.3684469	0.0483663	0.5454269	0.048412	0.3159753	0.4996933	0.4018947	0.6567562	0.1189729	0.285777	0.0047482	0.6687536	0.2286519	0.7348753	0.5108078	0.2575282	0.1403695	0.2381101	0.4185023	0.3975287	0.3926312	0.4695226	0.6042411	0.4925305	0.3163254	0.3781797	0.6098523	0.5895612	0.1660463	0.5361812	0.3651606	0.1038655	0.6296743	0.222022	0.1907993	0.551641	0.3587303
YDR227W	0.6941999	0.3105764	0.6299349	0.7620738	0.330744	0.577719	0.6350072	0.487494	0.7854005	0.6580493	0.581718	0.6171215	0.6473981	0.694173	0.565631	0.6191578	0.4900954	0.8495756	0.413657	0.5100947	0.8025242	0.619432	0.7326846	0.6619671	0.7264592	0.7265463	0.3516845	0.6431961	0.490133	0.7000076	0.5969734	0.6261517	0.7601687	0.7617718	0.7687265	0.6941367	0.5663355	0.4517271	0.5092741	0.3207542	0.530255	0.4827472	0.4620473	0.8327513	0.7733065	0.7170222	0.2064431	0.7435355	0.4039808	0.7454491	0.7632565	0.1069724	0.5614132	0.2717163	0.5976539	0.3448137	0.8170604	0.7180453	0.5692406	0.3733356	0.6224355	0.760252	0.6871951	0.6344053	0.7589189	0.6110201	0.7205511	0.5642959	0.6943468	0.4942509	0.6432831	0.649576	0.7323134	0.802804	0.0062761	0.2956969	0.6893292	0.7154458	0.4869033	0.6708026	0.5976753	0.5532003	0.6009724	0.5517041	0.0313827	0.6503522	0.478956	0.633274	0.177266	0.630447	0.5462936	0.038274	0.6466586	0.4918856	0.5295135	0.5842884	0.6005839	0.5469812	0.6958816	0.6220845	0.7453003	0.4038662	0.6867745	0.7856409	0.7276216	0.6033602	0.4380348	0.7335099	0.4314092	0.2323049	0.6204421	0.5658172	0.5308419	0.6656967	0.7158841	0.6694415	0.5042344	0.4806102	0.6502442	0.4012002	0.337317	0.7003953	0.8507381	0.768866	0.7863587	0.6775853	0.6613954	0.6604575	0.4764633	0.6752345	0.4892616	0.1433728	0.6537015	0.7222828	0.0487524	0.396927	0.6680911	0.5794407	0.1783312	0.6696294	0.3357963	0.7685896	0.7355211	0.6856148	0.6101323	0.4962604	0.6771557	0.7782783	0.7611412	0.2466054	0.6726704	0.7155952	0.7413792	0.3448996	0.7094526	0.5314384	0.6595908	0.6609161	0.7513463	0.6330798	0.7395318	0.61014	0.6022754	0.6868116	0.0002239	0.5587445	0.6128877	0.7690962	0.6529733	0.7611445	0.5481924	0.3921996	0.7261601	0.1315828	0.6237962	0.6036847	0.4730079	0.6451263	0.2058126	0.7769764	0.6156124	0.512214	0.63308	0.2733515	0.6395429	0.7867273	0.548224	0.2448179	0.6880233	0.6724234	0.5876784	0.3658723	0.6188044	0.7388768	0.6049726	0.7372057	0.7458662	0.6501296	0.716927	0.766864
YOR372C	0.6112845	0.8436568	0.4787567	0.748568	0.6095744	0.578943	0.7611051	0.7291941	0.695998	0.5597987	0.6508167	0.6308687	0.5227016	0.7635514	0.5507287	0.5019346	0.2870785	0.1687151	0.5975276	0.6706581	0.6368481	0.7046077	0.7291345	0.5930017	0.6504759	0.6214969	0.5557374	0.5689203	0.492383	0.7011283	0.4621755	0.6555899	0.5438469	0.7746896	0.7470911	0.582788	0.6227599	0.5966482	0.4598913	0.4184624	0.7506891	0.4962456	0.7241477	0.7040178	0.7306228	0.5455724	0.6262892	0.6758465	0.6103968	0.7597136	0.345626	0.5005313	0.6050001	0.6898585	0.6957878	0.5770068	0.8475733	0.605525	0.6746614	0.6270773	0.8286761	0.4581998	0.6399957	0.4415649	0.6917936	0.2658813	0.5183001	0.3111135	0.6395411	0.4175126	0.6580282	0.7962944	0.7138795	0.6836491	0.5150119	0.8329025	0.5892749	0.5834408	0.8256485	0.6510267	0.3202902	0.3479108	0.5829106	0.4475778	0.6669158	0.510126	0.1697183	0.7118269	0.3743157	0.6474745	0.6865285	0.4555947	0.6106213	0.7326231	0.5311629	0.6132825	0.7084781	0.6285056	0.3442859	0.4167342	0.6240714	0.6295083	0.6419535	0.5822835	0.6581023	0.7310381	0.3977237	0.7638707	0.6752398	0.7031072	0.7910432	0.6807231	0.5738867	0.7281879	0.7213853	0.7113076	0.4334711	0.688234	0.7125263	0.6769896	0.5467148	0.697955	0.7084405	0.7218601	0.6675447	0.5416957	0.6544591	0.4928229	0.6095731	0.4968755	0.651755	0.3334258	0.5524202	0.7076836	0.5755177	0.6247416	0.4663481	0.7383126	0.7592383	0.6689232	0.6566341	0.5409586	0.6414667	0.4449747	0.698643	0.6451257	0.6929695	0.7487036	0.5648185	0.7409643	0.6386278	0.829112	0.5470926	0.5239262	0.5308774	0.5802666	0.7502832	0.6591709	0.6002754	0.6952973	0.7193673	0.6866164	0.6912351	0.6024186	0.7146486	0.555101	0.6344386	0.5792426	0.5790731	0.6141582	0.9166192	0.6043965	0.5922969	0.5992893	0.5843469	0.4841447	0.539143	0.7641951	0.4640845	0.6424497	0.5860884	0.5455643	0.61168	0.8149596	0.6956338	0.7318191	0.6034661	0.3231018	0.5808618	0.6112492	0.786759	0.3297231	0.7730173	0.6903123	0.5355737	0.7022413	0.9059427	0.6693693	0.7302134	0.6119369
YOR373W	0.00056	0.1379468	0.1163201	0.2774856	0.3245665	0.2739949	0.0810679	0.4233117	0.3295455	0.0019288	0.254563	0.1661692	0.0005681	0.1204427	0.0002713	0.1825868	0.0959978	0.0298037	0.3973861	9e-06	0.0286565	0.0005337	0.000441	0.2836318	4.41e-05	0.065979	0.2906457	0.0016711	0.0182113	0.3337349	0.2219743	0.0004362	0.0154982	0.2538123	0.0026224	0.2391985	0.1421797	7.27e-05	0.1165341	0.0764204	0.1600535	0.336313	0.2564682	0.1091136	0.0006522	0.299497	3.45e-05	0.0071264	0.1644249	0.0037881	0.0013703	0.0071803	0.2163685	0.178877	0.0001136	0.0968966	0.416102	0.0397568	0.0095997	1.13e-05	0.1594986	0.543167	3.18e-05	0.0894706	0.0866066	0.1037579	0.0295462	0.0005388	0.0002093	0.2674341	0.0004003	0.0153417	0.0517791	7.7e-06	0.0181994	0.0001384	0.3667895	0.0005266	0.088594	8.96e-05	0.0050869	0.0057858	0.0024846	0.1231327	0.0849148	0.000472	0.002073	0.1694856	0.0623812	0.3130122	0.1212227	0.0224648	0.003452	0.3018685	0.1788494	0.000268	0.0840083	0.0007403	0.1192148	0.0004744	0.0903234	0.0693217	0.0016307	0.4604399	0.0060015	0.153221	0.0619379	0.1455937	0.2218591	0.2331552	0.0012453	0.3652345	0.0001857	0.0134551	0.095356	0.2122825	3.69e-05	0.140578	9.17e-05	0.0152572	0.0781082	0.2004419	0.0011938	0.2834486	0.1423845	0.2010543	0.2938022	3.07e-05	0.0002325	0.0290556	0.2014972	0.0036954	0.0003372	0.0535676	0.0017245	0.1706897	0.0006211	0.0985327	0.0331274	0.1857631	0.0010034	0.0976926	0.2977575	0.1448836	0.1835024	8.9e-06	0.01674	0.1290038	0.0021741	0.0549795	0.4274018	3.65e-05	0.0476113	0.0006256	0.0579913	0.3058533	0.3070893	2.4e-05	0.0004458	0.2776235	0.0436518	0.1299084	0.1564545	0.2929835	0.2475757	1.88e-05	0.0914032	0.2130838	0.0583563	0.1360744	0.3244074	0.0002908	0.1931923	0.010716	0.2291913	0.1294674	0.0003037	4.56e-05	0.0476917	0.0002097	0.0302744	0.1200471	0.0235849	0.0045417	0.0092793	0.0290789	5.47e-05	0.1305463	0.2097113	0.0009271	3.1e-06	0.0007338	0.2733911	0.2367061	0.3402266	0.1744703	0.0240586	0.0455799	0.1713038	0.0044539
YHR103W	0.6541641	0.3480282	0.6064195	0.6457039	0.7298347	0.4891496	0.6899806	0.7006773	0.579369	0.6566693	0.7043469	0.5923215	0.4616038	0.6332643	0.6484361	0.5219578	0.4875553	0.5332993	0.6925177	0.5570231	0.4814404	0.6833943	0.6883377	0.542838	0.6271884	0.6759763	0.6196336	0.7940942	0.5404689	0.6928943	0.5123336	0.6183724	0.5326422	0.6525749	0.5472819	0.3281391	0.6741323	0.499307	0.6044289	0.5527282	0.4772666	0.6233032	0.5439065	0.6328602	0.6112187	0.6179595	0.4676325	0.69049	0.5783829	0.5195562	0.3688531	0.2676403	0.5570866	0.6461437	0.6370073	0.6733126	0.7311257	0.6431192	0.4185003	0.6743843	0.4405006	0.6343109	0.6267727	0.6090546	0.6393534	0.7381568	0.8016118	0.3979788	0.7762251	0.6702532	0.7434769	0.6323561	0.6517973	0.6429375	0.7253656	0.6285637	0.7433713	0.6063833	0.5127646	0.587123	0.8391564	0.7308964	0.5096337	0.61289	0.6079545	0.7251125	0.6091641	0.3830988	0.68727	0.6809567	0.6418438	0.611837	0.603498	0.7293171	0.6836272	0.6882171	0.639083	0.6293071	0.6011117	0.587068	0.4378243	0.7736856	0.4923189	0.4439246	0.4543049	0.5029269	0.6691991	0.6482945	0.7617888	0.5523568	0.2696554	0.648011	0.732988	0.4900459	0.6090547	0.598094	0.6110622	0.7509886	0.5878235	0.8315529	0.4260103	0.6159837	0.6057075	0.66448	0.593755	0.5777044	0.7569576	0.8319469	0.5504466	0.5519657	0.7405743	0.664754	0.6961655	0.3790316	0.3349785	0.6778827	0.6835275	0.6268453	0.7611946	0.6345539	0.7263694	0.7462716	0.6507137	0.6920403	0.7454824	0.6380416	0.5649209	0.6383737	0.4816827	0.572892	0.7859562	0.6806578	0.703212	0.7658069	0.2303466	0.5395211	0.7179892	0.5582849	0.798729	0.5487862	0.761793	0.4761541	0.6053125	0.6745912	0.9186543	0.1835911	0.603156	0.2930642	0.7429388	0.2962728	0.6672982	0.6546185	0.6634222	0.6639136	0.6554423	0.6808298	0.682297	0.5448004	0.6857303	0.7905454	0.6542389	0.8138113	0.543935	0.6577313	0.7008308	0.5593998	0.5959789	0.3932983	0.5650595	0.8454648	0.7642276	0.7050894	0.5726413	0.3670338	0.5357271	0.6721179	0.6694938	0.7076452	0.5884444	0.5610128
